upstream_part,up_part_rev,downstream_part,down_part_rev,upstream_output_port,downstream_input_port,start_gpstime,stop_gpstime
CR4A7N,A,CC3R2C7,A,b,a,1096484416,1180310418.0
CR4A8E,A,CC3R1C8,A,b,a,1096484416,1180310418.0
CR4A8N,A,CC3R2C8,A,b,a,1096484416,1180310418.0
CR4B1E,A,CC3R3C1,A,b,a,1096484416,1180310418.0
CR4B1N,A,CC3R4C1,A,b,a,1096484416,1180310418.0
CR4B2E,A,CC3R3C2,A,b,a,1096484416,1180310418.0
CR4B2N,A,CC3R4C2,A,b,a,1096484416,1180310418.0
CR4B3E,A,CC3R3C3,A,b,a,1096484416,1180310418.0
CR4B3N,A,CC3R4C3,A,b,a,1096484416,1180310418.0
CR4B4E,A,CC3R3C4,A,b,a,1096484416,1180310418.0
CR4B4N,A,CC3R4C4,A,b,a,1096484416,1180310418.0
CR4B5E,A,CC3R3C5,A,b,a,1096484416,1180310418.0
CR4B5N,A,CC3R4C5,A,b,a,1096484416,1180310418.0
CR4B6E,A,CC3R3C6,A,b,a,1096484416,1180310418.0
CR4B6N,A,CC3R4C6,A,b,a,1096484416,1180310418.0
CR4B7E,A,CC3R3C7,A,b,a,1096484416,1180310418.0
CR4B7N,A,CC3R4C7,A,b,a,1096484416,1180310418.0
CR4B8E,A,CC3R3C8,A,b,a,1096484416,1180310418.0
CR4B8N,A,CC3R4C8,A,b,a,1096484416,1180310418.0
CR5A1E,A,CC3R5C1,A,b,a,1096484416,1180310418.0
CR5A1N,A,CC3R6C1,A,b,a,1096484416,1180310418.0
CR5A2E,A,CC3R5C2,A,b,a,1096484416,1180310418.0
CR5A2N,A,CC3R6C2,A,b,a,1096484416,1180310418.0
CR5A3E,A,CC3R5C3,A,b,a,1096484416,1180310418.0
CR5A3N,A,CC3R6C3,A,b,a,1096484416,1180310418.0
CR5A4E,A,CC3R5C4,A,b,a,1096484416,1180310418.0
CR5A4N,A,CC3R6C4,A,b,a,1096484416,1180310418.0
CR5A5E,A,CC3R5C5,A,b,a,1096484416,1180310418.0
CR5A5N,A,CC3R6C5,A,b,a,1096484416,1180310418.0
CR5A6E,A,CC3R5C6,A,b,a,1096484416,1180310418.0
CR5A6N,A,CC3R6C6,A,b,a,1096484416,1180310418.0
CR5A7E,A,CC3R5C7,A,b,a,1096484416,1180310418.0
CR5A7N,A,CC3R6C7,A,b,a,1096484416,1180310418.0
CR5A8E,A,CC3R5C8,A,b,a,1096484416,1180310418.0
CR5A8N,A,CC3R6C8,A,b,a,1096484416,1180310418.0
CR5B1E,A,CC4R1C1,A,b,a,1096484416,1180310418.0
CR5B1N,A,CC4R2C1,A,b,a,1096484416,1180310418.0
CR5B2E,A,CC4R1C2,A,b,a,1096484416,1180310418.0
HH56,A,A56,H,ground,ground,1184355327,
HH56,A,A92,T,ground,ground,1172694262,1184355327.0
HH65,A,A65,H,ground,ground,1190635218,
HH66,A,A66,H,ground,ground,1190635218,
HH67,A,A13,T,ground,ground,1184354472,1184355337.0
HH67,A,A67,H,ground,ground,1184355337,
HH68,A,A55,T,ground,ground,1184354488,1184355359.0
HH68,A,A68,H,ground,ground,1184355359,
HH69,A,A19,T,ground,ground,1177641108,1184355369.0
HH69,A,A69,H,ground,ground,1184355369,
HH70,A,A70,H,ground,ground,1184355379,
HH70,A,A75,T,ground,ground,1173298415,1184355379.0
HH71,A,A71,H,ground,ground,1184355388,
HH71,A,A91,T,ground,ground,1173298456,1184355388.0
HH82,A,A82,H,ground,ground,1190635218,
HH83,A,A83,H,ground,ground,1190635218,
HH84,A,A107,T,ground,ground,1170172818,1184355403.0
HH84,A,A84,H,ground,ground,1184355403,
HH85,A,A11,T,ground,ground,1170172818,1184355413.0
HH85,A,A85,H,ground,ground,1184355413,
HH86,A,A127,T,ground,ground,1170172818,1184355419.0
HH86,A,A86,H,ground,ground,1184355419,
HH87,A,A35,T,ground,ground,1170172818,1184355425.0
HH87,A,A87,H,ground,ground,1184355425,
HH98,A,A98,H,ground,ground,1190635218,
HH177,A,A177,H,ground,ground,1216555218,
HH20,A,A20,H,ground,ground,1227441618,
HH47,A,A47,H,ground,ground,1227873618,
HH6,A,A6,H,ground,ground,1227009618,
HH62,A,A62,H,ground,ground,1227960018,
PAM75134,B,RO8A2E,A,eb,a,1185570533,1188580518.0
PAM75134,B,RO8A2N,A,nb,a,1185570533,1188580518.0
PH00,A,A44,P,ground,ground,1096484416,1180310418.0
PH01,A,A14,P,ground,ground,1096484416,1180310418.0
PH02,A,A86,P,ground,ground,1096484416,1180310418.0
PH11,A,A69,P,ground,ground,1096484416,1180310418.0
PH12,A,A40,P,ground,ground,1096484416,1180310418.0
PH13,A,A101,P,ground,ground,1096484416,1180310418.0
PH14,A,A102,P,ground,ground,1096484416,1180310418.0
PH23,A,A125,P,ground,ground,1096484416,1180310418.0
PH24,A,A84,P,ground,ground,1096484416,1180310418.0
PH25,A,A100,P,ground,ground,1096484416,1180310418.0
PH26,A,A85,P,ground,ground,1096484416,1180310418.0
PH27,A,A54,P,ground,ground,1096484416,1180310418.0
PH37,A,A17,P,ground,ground,1096484416,1180310418.0
PH38,A,A68,P,ground,ground,1096484416,1180310418.0
PH39,A,A62,P,ground,ground,1096484416,1180310418.0
PH40,A,A0,P,ground,ground,1096484416,1180310418.0
PH52,A,A2,P,ground,ground,1096484416,1180310418.0
PH53,A,A21,P,ground,ground,1096484416,1180310418.0
PH54,A,A45,P,ground,ground,1096484416,1180310418.0
PI1,A,A61,P,ground,ground,1096484416,1180310418.0
PI10,A,A70,P,ground,ground,1096484416,1180310418.0
PI11,A,A56,P,ground,ground,1096484416,1180310418.0
PI12,A,A71,P,ground,ground,1096484416,1180310418.0
PI13,A,A59,P,ground,ground,1096484416,1180310418.0
PI14,A,A23,P,ground,ground,1096484416,1180310418.0
PI15,A,A50,P,ground,ground,1096484416,1180310418.0
PI16,A,A38,P,ground,ground,1096484416,1180310418.0
PI17,A,A26,P,ground,ground,1096484416,1180310418.0
PI18,A,A87,P,ground,ground,1096484416,1180310418.0
PI19,A,A103,P,ground,ground,1096484416,1180310418.0
PI2,A,A63,P,ground,ground,1096484416,1180310418.0
PI20,A,A42,P,ground,ground,1096484416,1180310418.0
PI21,A,A15,P,ground,ground,1096484416,1180310418.0
PI22,A,A99,P,ground,ground,1096484416,1180310418.0
PI23,A,A1,P,ground,ground,1096484416,1180310418.0
PI24,A,A47,P,ground,ground,1096484416,1180310418.0
PI25,A,A83,P,ground,ground,1096484416,1180310418.0
PI26,A,A37,P,ground,ground,1096484416,1180310418.0
PI27,A,A4,P,ground,ground,1096484416,1180310418.0
PI28,A,A90,P,ground,ground,1096484416,1180310418.0
PI29,A,A82,P,ground,ground,1096484416,1180310418.0
PI3,A,A67,P,ground,ground,1096484416,1180310418.0
PI30,A,A98,P,ground,ground,1096484416,1180310418.0
PI31,A,A74,P,ground,ground,1096484416,1180310418.0
PI32,A,A106,P,ground,ground,1096484416,1180310418.0
PI33,A,A116,P,ground,ground,1096484416,1180310418.0
PI34,A,A115,P,ground,ground,1096484416,1180310418.0
PI35,A,A114,P,ground,ground,1096484416,1180310418.0
PI36,A,A113,P,ground,ground,1096484416,1180310418.0
PI37,A,A126,P,ground,ground,1096484416,1146499217.0
PI38,A,A127,P,ground,ground,1096484416,1170172818.0
PI39,A,A41,P,ground,ground,1096484416,1146499217.0
PI4,A,A58,P,ground,ground,1096484416,1180310418.0
PI40,A,A16,P,ground,ground,1096484416,1170172818.0
PI41,A,A13,P,ground,ground,1096484416,1184354472.0
PI42,A,A46,P,ground,ground,1096484416,1180310418.0
PI43,A,A124,P,ground,ground,1096484416,1180310418.0
PI44,A,A123,P,ground,ground,1096484416,1180310418.0
PI45,A,A122,P,ground,ground,1096484416,1180310418.0
PI46,A,A57,P,ground,ground,1096484416,1180310418.0
PI47,A,A121,P,ground,ground,1096484416,1180310418.0
PI48,A,A120,P,ground,ground,1096484416,1180310418.0
PI49,A,A119,P,ground,ground,1096484416,1180310418.0
PI5,A,A3,P,ground,ground,1096484416,1180310418.0
PI50,A,A118,P,ground,ground,1096484416,1180310418.0
PI6,A,A73,P,ground,ground,1096484416,1180310418.0
PI7,A,A66,P,ground,ground,1096484416,1180310418.0
PI8,A,A117,P,ground,ground,1096484416,1180310418.0
PI9,A,A49,P,ground,ground,1096484416,1180310418.0
PPA10,A,A28,P,ground,ground,1096484416,1180310418.0
PPA12,A,A34,P,ground,ground,1096484416,1180310418.0
PPA14,A,A51,P,ground,ground,1096484416,1180310418.0
PPA6,A,A19,P,ground,ground,1096484416,1177641109.0
PPA8,A,A29,P,ground,ground,1096484416,1172539108.0
PPE10,A,A93,P,ground,ground,1096484416,1180310418.0
PPE12,A,A94,P,ground,ground,1096484416,1180310418.0
PPE14,A,A95,P,ground,ground,1096484416,1180310418.0
PPE6,A,A91,P,ground,ground,1096484416,1173298456.0
PPE8,A,A92,P,ground,ground,1096484416,1172694262.0
HH196,A,A196,H,ground,ground,1220356818,
HH21,A,A21,H,ground,ground,1227528018,
HH78,A,A78,H,ground,ground,1227873618,
HH7,A,A7,H,ground,ground,1227268818,
RCVR105,A,RO5B4E,A,eb,a,1096484416,1185823341.0
RCVR105,A,RO5B4N,A,nb,a,1096484416,1185823341.0
HH77,A,A77,H,ground,ground,1227960018,
RCVR107,A,RO5A5E,A,eb,a,1096484416,1185823330.0
RCVR107,A,RO5A5N,A,nb,a,1096484416,1185823330.0
RCVR0,A,RO3B4E,A,eb,a,1096484416,1193565618.0
RCVR0,A,RO3B4N,A,nb,a,1096484416,1193565618.0
RCVR10,A,RO3B6E,A,eb,a,1096484416,1193565618.0
RCVR10,A,RO3B6N,A,nb,a,1096484416,1193565618.0
RCVR1,A,RO3B7N,A,nb,a,1096484416,1193565618.0
RCVR101,A,RO7A5E,A,eb,a,1096484416,1210000000.0
RCVR101,A,RO7A5N,A,nb,a,1096484416,1210000000.0
RCVR102,A,RO6A2E,A,eb,a,1096484416,1210000000.0
RCVR102,A,RO6A2N,A,nb,a,1096484416,1210000000.0
HH197,A,A197,H,ground,ground,1219665618,
HH31,A,A31,H,ground,ground,1227355218,
HH34,A,A34,H,ground,ground,1227873618,
HH16,A,A16,H,ground,ground,1226836818,
RCVR120,A,RO5A7E,A,eb,a,1096484416,1185823333.0
RCVR120,A,RO5A7N,A,nb,a,1096484416,1185823333.0
RCVR122,A,RO5B2E,A,eb,a,1096484416,1185823338.0
RCVR122,A,RO5B2N,A,nb,a,1096484416,1185823338.0
RCVR126,A,RO5A1E,A,eb,a,1096484416,1185823324.0
RCVR126,A,RO5A1N,A,nb,a,1096484416,1185823324.0
RCVR19,A,RO8A6E,A,eb,a,1096484416,1185570539.0
RCVR19,A,RO8A6N,A,nb,a,1096484416,1185570539.0
RCVR20,A,RO8B5E,A,eb,a,1096484416,1185570549.0
RCVR20,A,RO8B5N,A,nb,a,1096484416,1185570549.0
RCVR21,A,RO5B6E,A,eb,a,1096484416,1185823344.0
RCVR21,A,RO5B6N,A,nb,a,1096484416,1185823344.0
RCVR22,A,RO5A8E,A,eb,a,1096484416,1185823335.0
RCVR22,A,RO5A8N,A,nb,a,1096484416,1185823335.0
RCVR25,A,RO5B7E,A,eb,a,1096484416,1185823345.0
RCVR25,A,RO5B7N,A,nb,a,1096484416,1185823345.0
RCVR26,A,RO8A8E,A,eb,a,1096484416,1185570542.0
RCVR26,A,RO8A8N,A,nb,a,1096484416,1185570542.0
RCVR29,A,RO5B8E,A,eb,a,1096484416,1185823346.0
RCVR29,A,RO5B8N,A,nb,a,1096484416,1185823346.0
RCVR34,A,RO8A3E,A,eb,a,1096484416,1185570535.0
RCVR34,A,RO8A3N,A,nb,a,1096484416,1185570535.0
RCVR39,A,RO5B3E,A,eb,a,1096484416,1185823339.0
RCVR39,A,RO5B3N,A,nb,a,1096484416,1185823339.0
RCVR41,A,RO5A4E,A,eb,a,1096484416,1185823329.0
RCVR41,A,RO5A4N,A,nb,a,1096484416,1185823329.0
RCVR46,A,RO8B2E,A,eb,a,1096484416,1185570545.0
RCVR46,A,RO8B2N,A,nb,a,1096484416,1185570545.0
RCVR47,A,RO5B5E,A,eb,a,1096484416,1185823342.0
RCVR18,A,RO3A1N,A,nb,a,1096484416,1193565618.0
RCVR12,A,RO3A2E,A,eb,a,1096484416,1193565618.0
RCVR12,A,RO3A2N,A,nb,a,1096484416,1193565618.0
RCVR2,A,RO3A3E,A,eb,a,1096484416,1193565618.0
RCVR14,A,RO3A4E,A,eb,a,1096484416,1193565618.0
RCVR14,A,RO3A4N,A,nb,a,1096484416,1193565618.0
RCVR109,A,RO3A6N,A,nb,a,1096484416,1193565618.0
RCVR17,A,RO3A8E,A,eb,a,1096484416,1193565618.0
RCVR17,A,RO3A8N,A,nb,a,1096484416,1193565618.0
RCVR16,A,RO3B2N,A,nb,a,1096484416,1193565618.0
RCVR124,A,RO3B3E,A,eb,a,1096484416,1193565618.0
RCVR124,A,RO3B3N,A,nb,a,1096484416,1193565618.0
RCVR47,A,RO5B5N,A,nb,a,1096484416,1185823342.0
RCVR110,A,RO7B7E,A,eb,a,1096484416,1210000000.0
RCVR110,A,RO7B7N,A,nb,a,1096484416,1210000000.0
RCVR111,A,RO4A5E,A,eb,a,1096484416,1210000000.0
RCVR111,A,RO4A5N,A,nb,a,1096484416,1210000000.0
RCVR112,A,RO6B2E,A,eb,a,1096484416,1210000000.0
RCVR112,A,RO6B2N,A,nb,a,1096484416,1210000000.0
RCVR113,A,RO7B3E,A,eb,a,1096484416,1210000000.0
RCVR113,A,RO7B3N,A,nb,a,1096484416,1210000000.0
RCVR114,A,RO6B7E,A,eb,a,1096484416,1210000000.0
RCVR48,A,RO5A2E,A,eb,a,1096484416,1185823326.0
RCVR48,A,RO5A2N,A,nb,a,1096484416,1185823326.0
HH215,A,A215,H,ground,ground,1218801618,
HH32,A,A32,H,ground,ground,1227441618,
HH95,A,A95,H,ground,ground,1227873618,
HH17,A,A17,H,ground,ground,1227009618,
RCVR60,A,RO5B1E,A,eb,a,1096484416,1185823336.0
RCVR60,A,RO5B1N,A,nb,a,1096484416,1185823336.0
RCVR65,A,RO8B6E,A,eb,a,1096484416,1185570551.0
RCVR65,A,RO8B6N,A,nb,a,1096484416,1185570551.0
RCVR66,A,RO8B4E,A,eb,a,1096484416,1185570548.0
RCVR66,A,RO8B4N,A,nb,a,1096484416,1185570548.0
RCVR68,A,RO8B7E,A,eb,a,1096484416,1185570552.0
RCVR68,A,RO8B7N,A,nb,a,1096484416,1185570552.0
RCVR69,A,RO8A4E,A,eb,a,1096484416,1185570536.0
RCVR69,A,RO8A4N,A,nb,a,1096484416,1185570536.0
RCVR73,A,RO8A1E,A,eb,a,1096484416,1185570532.0
RCVR73,A,RO8A1N,A,nb,a,1096484416,1185570532.0
RCVR79,A,RO8A5E,A,eb,a,1096484416,1185570538.0
RCVR79,A,RO8A5N,A,nb,a,1096484416,1185570538.0
RCVR80,A,RO8A2E,A,eb,a,1096484416,1185570533.0
RCVR80,A,RO8A2N,A,nb,a,1096484416,1185570533.0
RCVR81,A,RO8B3E,A,eb,a,1096484416,1185570546.0
RCVR81,A,RO8B3N,A,nb,a,1096484416,1185570546.0
RCVR83,A,RO8B8E,A,eb,a,1096484416,1185570554.0
RCVR83,A,RO8B8N,A,nb,a,1096484416,1185570554.0
RCVR86,A,RO8A7E,A,eb,a,1096484416,1185570541.0
RCVR86,A,RO8A7N,A,nb,a,1096484416,1185570541.0
RCVR90,A,RO8B1E,A,eb,a,1096484416,1185570543.0
RCVR90,A,RO8B1N,A,nb,a,1096484416,1185570543.0
RCVR94,A,RO5A6E,A,eb,a,1096484416,1185823332.0
RCVR94,A,RO5A6N,A,nb,a,1096484416,1185823332.0
RCVR95,A,RO5A3E,A,eb,a,1096484416,1185823327.0
RCVR95,A,RO5A3N,A,nb,a,1096484416,1185823327.0
RCVR84,A,RO3A5N,A,nb,a,1096484416,1193565618.0
RCVR7,A,RO3A7E,A,eb,a,1096484416,1193565618.0
RCVR96,A,RO3B1E,A,eb,a,1096484416,1193565618.0
RCVR96,A,RO3B1N,A,nb,a,1096484416,1193565618.0
RCVR85,A,RO3B5E,A,eb,a,1096484416,1193565618.0
RCVR85,A,RO3B5N,A,nb,a,1096484416,1193565618.0
RCVR50,A,RO1B6E,A,eb,a,1096484416,1210000000.0
RCVR50,A,RO1B6N,A,nb,a,1096484416,1210000000.0
RCVR51,A,RO1A7E,A,eb,a,1096484416,1210000000.0
RCVR51,A,RO1A7N,A,nb,a,1096484416,1210000000.0
RCVR52,A,RO4B8E,A,eb,a,1096484416,1210000000.0
RCVR52,A,RO4B8N,A,nb,a,1096484416,1210000000.0
RCVR54,A,RO1B8E,A,eb,a,1096484416,1210000000.0
RCVR54,A,RO1B8N,A,nb,a,1096484416,1210000000.0
RCVR55,A,RO4A8E,A,eb,a,1096484416,1210000000.0
RCVR55,A,RO4A8N,A,nb,a,1096484416,1210000000.0
RCVR56,A,RO1A2E,A,eb,a,1096484416,1210000000.0
RCVR56,A,RO1A2N,A,nb,a,1096484416,1210000000.0
RCVR57,A,RO6B1E,A,eb,a,1096484416,1210000000.0
RCVR57,A,RO6B1N,A,nb,a,1096484416,1210000000.0
RCVR58,A,RO4A7E,A,eb,a,1096484416,1210000000.0
HH219,A,A219,H,ground,ground,1215345618,
HH33,A,A33,H,ground,ground,1227528018,
HH18,A,A18,H,ground,ground,1227009618,
SA11,A,A55,P,ground,ground,1096484416,1184354489.0
SA13,A,A27,P,ground,ground,1096484416,1180310418.0
SA5,A,A25,P,ground,ground,1096484416,1146499217.0
SA7,A,A48,P,ground,ground,1096484416,1172539271.0
SA9,A,A24,P,ground,ground,1096484416,1180310418.0
RI3A1N,A,RCVR18,A,b,na,1096484416,1193565618.0
RI3A2E,A,RCVR12,A,b,ea,1096484416,1193565618.0
RI3A2N,A,RCVR12,A,b,na,1096484416,1193565618.0
RI3A3E,A,RCVR2,A,b,ea,1096484416,1193565618.0
RI3A3N,A,RCVR2,A,b,na,1096484416,1193565618.0
RI3A4N,A,RCVR14,A,b,na,1096484416,1193565618.0
RI3A5E,A,RCVR84,A,b,ea,1096484416,1193565618.0
RI3A5N,A,RCVR84,A,b,na,1096484416,1193565618.0
RI3A6E,A,RCVR109,A,b,ea,1096484416,1193565618.0
RI3A6N,A,RCVR109,A,b,na,1096484416,1193565618.0
RI3A7N,A,RCVR7,A,b,na,1096484416,1193565618.0
RI3A8E,A,RCVR17,A,b,ea,1096484416,1193565618.0
RI3A8N,A,RCVR17,A,b,na,1096484416,1193565618.0
RI3B1E,A,RCVR96,A,b,ea,1096484416,1193565618.0
RI3B1N,A,RCVR96,A,b,na,1096484416,1193565618.0
RI3B2E,A,RCVR16,A,b,ea,1096484416,1193565618.0
RI3B3E,A,RCVR124,A,b,ea,1096484416,1193565618.0
RI3B3N,A,RCVR124,A,b,na,1096484416,1193565618.0
RI3B4E,A,RCVR0,A,b,ea,1096484416,1193565618.0
RI3B4N,A,RCVR0,A,b,na,1096484416,1193565618.0
RI3B5E,A,RCVR85,A,b,ea,1096484416,1193565618.0
RI3B6E,A,RCVR10,A,b,ea,1096484416,1193565618.0
RI3B6N,A,RCVR10,A,b,na,1096484416,1193565618.0
RI3B7E,A,RCVR1,A,b,ea,1096484416,1193565618.0
RI3B7N,A,RCVR1,A,b,na,1096484416,1193565618.0
SC10,A,A77,P,ground,ground,1096484416,1180310418.0
SC11,A,A32,P,ground,ground,1096484416,1180310418.0
RI2A1N,A,RCVR5,A,b,na,1096484416,1200477618.0
RI2A2E,A,RCVR6,A,b,ea,1096484416,1200477618.0
RI2A2N,A,RCVR6,A,b,na,1096484416,1200477618.0
RI2A3E,A,RCVR82,A,b,ea,1096484416,1200477618.0
RI2A3N,A,RCVR82,A,b,na,1096484416,1200477618.0
RI2A4E,A,RCVR70,A,b,ea,1096484416,1200477618.0
RI2A5E,A,RCVR87,A,b,ea,1096484416,1200477618.0
RI2A5N,A,RCVR87,A,b,na,1096484416,1200477618.0
RI2A6E,A,RCVR100,A,b,ea,1096484416,1200477618.0
RI2A6N,A,RCVR100,A,b,na,1096484416,1200477618.0
RI2A7E,A,RCVR11,A,b,ea,1096484416,1200477618.0
RI2A7N,A,RCVR11,A,b,na,1096484416,1200477618.0
RI2A8E,A,RCVR13,A,b,ea,1096484416,1200477618.0
RI2A8N,A,RCVR13,A,b,na,1096484416,1200477618.0
RI2B1N,A,RCVR15,A,b,na,1096484416,1200477618.0
RI2B2E,A,RCVR71,A,b,ea,1096484416,1200477618.0
RI2B2N,A,RCVR71,A,b,na,1096484416,1200477618.0
RI2B3E,A,RCVR8,A,b,ea,1096484416,1200477618.0
RI2B3N,A,RCVR8,A,b,na,1096484416,1200477618.0
RI2B4E,A,RCVR108,A,b,ea,1096484416,1200477618.0
RI2B4N,A,RCVR108,A,b,na,1096484416,1200477618.0
RI2B5E,A,RCVR53,A,b,ea,1096484416,1200477618.0
RI2B6E,A,RCVR49,A,b,ea,1096484416,1200477618.0
RI2B6N,A,RCVR49,A,b,na,1096484416,1200477618.0
RI2B7E,A,RCVR37,A,b,ea,1096484416,1200477618.0
RI2B7N,A,RCVR37,A,b,na,1096484416,1200477618.0
RI2B8E,A,RCVR3,A,b,ea,1096484416,1200477618.0
RI2B8N,A,RCVR3,A,b,na,1096484416,1200477618.0
RI1A3N,A,RCVR9,A,b,na,1096484416,1210000000.0
HH121,A,A121,H,ground,ground,1191232818,
HH234,A,A234,H,ground,ground,1215432018,
HH45,A,A45,H,ground,ground,1227441618,
HH19,A,A19,H,ground,ground,1226923218,
RI5A1E,A,RCVR126,A,b,ea,1096484416,1185823324.0
RI5A1N,A,RCVR126,A,b,na,1096484416,1185823324.0
RI5A2E,A,RCVR48,A,b,ea,1096484416,1185823326.0
RI5A2N,A,RCVR48,A,b,na,1096484416,1185823326.0
RI5A3E,A,RCVR95,A,b,ea,1096484416,1185823327.0
RI5A3N,A,RCVR95,A,b,na,1096484416,1185823327.0
RI5A4E,A,RCVR41,A,b,ea,1096484416,1185823329.0
RI5A4N,A,RCVR41,A,b,na,1096484416,1185823329.0
RI5A5E,A,RCVR107,A,b,ea,1096484416,1185823330.0
RI5A5N,A,RCVR107,A,b,na,1096484416,1185823330.0
RI5A6E,A,RCVR94,A,b,ea,1096484416,1185823332.0
RI5A6N,A,RCVR94,A,b,na,1096484416,1185823332.0
RI5A7E,A,RCVR120,A,b,ea,1096484416,1185823333.0
RI5A7N,A,RCVR120,A,b,na,1096484416,1185823333.0
RI5A8E,A,RCVR22,A,b,ea,1096484416,1185823335.0
RI5A8N,A,RCVR22,A,b,na,1096484416,1185823335.0
RI5B1E,A,RCVR60,A,b,ea,1096484416,1185823336.0
RI5B1N,A,RCVR60,A,b,na,1096484416,1185823336.0
RI5B2E,A,RCVR122,A,b,ea,1096484416,1185823338.0
RI5B2N,A,RCVR122,A,b,na,1096484416,1185823338.0
RI5B3E,A,RCVR39,A,b,ea,1096484416,1185823339.0
RI5B3N,A,RCVR39,A,b,na,1096484416,1185823339.0
RI5B4E,A,PAM75112,B,b,ea,1185823341,1191769218.0
RI5B4N,A,PAM75112,B,b,na,1185823341,1191769218.0
RI5B4E,A,RCVR105,A,b,ea,1096484416,1185823341.0
RI5B4N,A,RCVR105,A,b,na,1096484416,1185823341.0
RI5B5E,A,RCVR47,A,b,ea,1096484416,1185823342.0
RI5B5N,A,RCVR47,A,b,na,1096484416,1185823342.0
RI5B6E,A,RCVR21,A,b,ea,1096484416,1185823344.0
RI5B6N,A,RCVR21,A,b,na,1096484416,1185823344.0
RI5B7E,A,RCVR25,A,b,ea,1096484416,1185823345.0
RI5B7N,A,RCVR25,A,b,na,1096484416,1185823345.0
RI5B8E,A,RCVR29,A,b,ea,1096484416,1185823346.0
RI5B8N,A,RCVR29,A,b,na,1096484416,1185823346.0
HH251,A,A251,H,ground,ground,1215172818,
HH46,A,A46,H,ground,ground,1227528018,
HH29,A,A29,H,ground,ground,1226836818,
RI8A1E,A,RCVR73,A,b,ea,1096484416,1185570532.0
RI8A1N,A,RCVR73,A,b,na,1096484416,1185570532.0
RI8A2E,A,PAM75134,B,b,ea,1185570533,1188580518.0
RI8A2E,A,RCVR80,A,b,ea,1096484416,1185570533.0
RI8A2N,A,PAM75134,B,b,na,1185570533,1188580518.0
RI8A2N,A,RCVR80,A,b,na,1096484416,1185570533.0
RI8A3E,A,RCVR34,A,b,ea,1096484416,1185570535.0
RI8A3N,A,RCVR34,A,b,na,1096484416,1185570535.0
RI8A4E,A,RCVR69,A,b,ea,1096484416,1185570536.0
RI8A4N,A,RCVR69,A,b,na,1096484416,1185570536.0
RI8A5E,A,RCVR79,A,b,ea,1096484416,1185570538.0
RI8A5N,A,RCVR79,A,b,na,1096484416,1185570538.0
RI8A6E,A,RCVR19,A,b,ea,1096484416,1185570539.0
RI8A6N,A,RCVR19,A,b,na,1096484416,1185570539.0
RI8A7E,A,RCVR86,A,b,ea,1096484416,1185570541.0
RI8A7N,A,RCVR86,A,b,na,1096484416,1185570541.0
RI8A8E,A,RCVR26,A,b,ea,1096484416,1185570542.0
RI8A8N,A,RCVR26,A,b,na,1096484416,1185570542.0
RI8B1E,A,RCVR90,A,b,ea,1096484416,1185570543.0
RI8B1N,A,RCVR90,A,b,na,1096484416,1185570543.0
RI8B2E,A,RCVR46,A,b,ea,1096484416,1185570545.0
RI8B2N,A,RCVR46,A,b,na,1096484416,1185570545.0
RI8B3E,A,RCVR81,A,b,ea,1096484416,1185570546.0
RI8B3N,A,RCVR81,A,b,na,1096484416,1185570546.0
RI8B4E,A,RCVR66,A,b,ea,1096484416,1185570548.0
RI8B4N,A,RCVR66,A,b,na,1096484416,1185570548.0
RI8B5E,A,RCVR20,A,b,ea,1096484416,1185570549.0
RI8B5N,A,RCVR20,A,b,na,1096484416,1185570549.0
RI8B6E,A,RCVR65,A,b,ea,1096484416,1185570551.0
RI8B6N,A,RCVR65,A,b,na,1096484416,1185570551.0
RI8B7E,A,RCVR68,A,b,ea,1096484416,1185570552.0
RI8B7N,A,RCVR68,A,b,na,1096484416,1185570552.0
RI8B8E,A,RCVR83,A,b,ea,1096484416,1185570554.0
HH267,A,A267,H,ground,ground,1215259218,
RI8B8N,A,RCVR83,A,b,na,1096484416,1185570554.0
HH59,A,A59,H,ground,ground,1227355218,
HH30,A,A30,H,ground,ground,1226836818,
SC12,A,A78,P,ground,ground,1096484416,1180310418.0
SC13,A,A30,P,ground,ground,1096484416,1180310418.0
SC14,A,A79,P,ground,ground,1096484416,1180310418.0
SC5,A,A35,P,ground,ground,1096484416,1170172818.0
SC6,A,A75,P,ground,ground,1096484416,1173298416.0
SC7,A,A18,P,ground,ground,1096484416,1170172818.0
SC8,A,A76,P,ground,ground,1096484416,1180310418.0
SC9,A,A5,P,ground,ground,1096484416,1180310418.0
SE11,A,A7,P,ground,ground,1096484416,1180310418.0
SE13,A,A12,P,ground,ground,1096484416,1180310418.0
SE5,A,A33,P,ground,ground,1096484416,1170172818.0
SE7,A,A6,P,ground,ground,1096383616,1096470016.0
SE9,A,A52,P,ground,ground,1096484416,1180310418.0
SG10,A,A109,P,ground,ground,1096484416,1180310418.0
SG11,A,A60,P,ground,ground,1096484416,1180310418.0
SG12,A,A110,P,ground,ground,1096484416,1180310418.0
SG13,A,A39,P,ground,ground,1096484416,1180310418.0
SG14,A,A111,P,ground,ground,1096484416,1180310418.0
SG5,A,A8,P,ground,ground,1096484416,1173298495.0
SG6,A,A107,P,ground,ground,1096484416,1170172818.0
SG7,A,A11,P,ground,ground,1096484416,1170172818.0
SG8,A,A108,P,ground,ground,1096484416,1172539335.0
SG9,A,A36,P,ground,ground,1096484416,1180310418.0
