hpn,hpn_rev,hptype,manufacturer_number,start_gpstime,stop_gpstime
RI7B8E,A,cable-post-amp(in),RI7B8E,1096509616,
RI7B8N,A,cable-post-amp(in),RI7B8N,1096509616,
RI8A1E,A,cable-post-amp(in),RI8A1E,1096509616,
RI8A1N,A,cable-post-amp(in),RI8A1N,1096509616,
A141,H,antenna,S/N50,1191232818,
RI8A2E,A,cable-post-amp(in),RI8A2E,1096509616,
RI8A2N,A,cable-post-amp(in),RI8A2N,1096509616,
RI8A3E,A,cable-post-amp(in),RI8A3E,1096509616,
RI8A3N,A,cable-post-amp(in),RI8A3N,1096509616,
RI8A4E,A,cable-post-amp(in),RI8A4E,1096509616,
RI8A4N,A,cable-post-amp(in),RI8A4N,1096509616,
RI8A5E,A,cable-post-amp(in),RI8A5E,1096509616,
RI8A5N,A,cable-post-amp(in),RI8A5N,1096509616,
RI8A6E,A,cable-post-amp(in),RI8A6E,1096509616,
RI8A6N,A,cable-post-amp(in),RI8A6N,1096509616,
RI8A7E,A,cable-post-amp(in),RI8A7E,1096509616,
RI8A7N,A,cable-post-amp(in),RI8A7N,1096509616,
RI8A8E,A,cable-post-amp(in),RI8A8E,1096509616,
RI8A8N,A,cable-post-amp(in),RI8A8N,1096509616,
RI8B1E,A,cable-post-amp(in),RI8B1E,1096509616,
RI8B1N,A,cable-post-amp(in),RI8B1N,1096509616,
RI8B2E,A,cable-post-amp(in),RI8B2E,1096509616,
RI8B2N,A,cable-post-amp(in),RI8B2N,1096509616,
RI8B3E,A,cable-post-amp(in),RI8B3E,1096509616,
RI8B3N,A,cable-post-amp(in),RI8B3N,1096509616,
RI8B4E,A,cable-post-amp(in),RI8B4E,1096509616,
RI8B4N,A,cable-post-amp(in),RI8B4N,1096509616,
RI8B5E,A,cable-post-amp(in),RI8B5E,1096509616,
RI8B5N,A,cable-post-amp(in),RI8B5N,1096509616,
RI8B6E,A,cable-post-amp(in),RI8B6E,1096509616,
RI8B6N,A,cable-post-amp(in),RI8B6N,1096509616,
RI8B7E,A,cable-post-amp(in),RI8B7E,1096509616,
RI8B7N,A,cable-post-amp(in),RI8B7N,1096509616,
RI8B8E,A,cable-post-amp(in),RI8B8E,1096509616,
RI8B8N,A,cable-post-amp(in),RI8B8N,1096509616,
RO1A1E,A,cable-post-amp(out),RO1A1E,1096509616,
RO1A1N,A,cable-post-amp(out),RO1A1N,1096509616,
RO1A2E,A,cable-post-amp(out),RO1A2E,1096509616,
RO1A2N,A,cable-post-amp(out),RO1A2N,1096509616,
RO1A3E,A,cable-post-amp(out),RO1A3E,1096509616,
RO1A3N,A,cable-post-amp(out),RO1A3N,1096509616,
RO1A4E,A,cable-post-amp(out),RO1A4E,1096509616,
RO1A4N,A,cable-post-amp(out),RO1A4N,1096509616,
RO1A5E,A,cable-post-amp(out),RO1A5E,1096509616,
RO1A5N,A,cable-post-amp(out),RO1A5N,1096509616,
RO1A6E,A,cable-post-amp(out),RO1A6E,1096509616,
RO1A6N,A,cable-post-amp(out),RO1A6N,1096509616,
RO1A7E,A,cable-post-amp(out),RO1A7E,1096509616,
RO1A7N,A,cable-post-amp(out),RO1A7N,1096509616,
RO1A8E,A,cable-post-amp(out),RO1A8E,1096509616,
RO1A8N,A,cable-post-amp(out),RO1A8N,1096509616,
RO1B1E,A,cable-post-amp(out),RO1B1E,1096509616,
RO1B1N,A,cable-post-amp(out),RO1B1N,1096509616,
RO1B2E,A,cable-post-amp(out),RO1B2E,1096509616,
RO1B2N,A,cable-post-amp(out),RO1B2N,1096509616,
RO1B3E,A,cable-post-amp(out),RO1B3E,1096509616,
RO1B3N,A,cable-post-amp(out),RO1B3N,1096509616,
RO1B4E,A,cable-post-amp(out),RO1B4E,1096509616,
RO1B4N,A,cable-post-amp(out),RO1B4N,1096509616,
RO1B5E,A,cable-post-amp(out),RO1B5E,1096509616,
RO1B5N,A,cable-post-amp(out),RO1B5N,1096509616,
RO1B6E,A,cable-post-amp(out),RO1B6E,1096509616,
RO1B6N,A,cable-post-amp(out),RO1B6N,1096509616,
RO1B7E,A,cable-post-amp(out),RO1B7E,1096509616,
RO1B7N,A,cable-post-amp(out),RO1B7N,1096509616,
RO1B8E,A,cable-post-amp(out),RO1B8E,1096509616,
RO1B8N,A,cable-post-amp(out),RO1B8N,1096509616,
RO2A1E,A,cable-post-amp(out),RO2A1E,1096509616,
RO2A1N,A,cable-post-amp(out),RO2A1N,1096509616,
RO2A2E,A,cable-post-amp(out),RO2A2E,1096509616,
RO2A2N,A,cable-post-amp(out),RO2A2N,1096509616,
RO2A3E,A,cable-post-amp(out),RO2A3E,1096509616,
RO2A3N,A,cable-post-amp(out),RO2A3N,1096509616,
RO2A4E,A,cable-post-amp(out),RO2A4E,1096509616,
RO2A4N,A,cable-post-amp(out),RO2A4N,1096509616,
RO2A5E,A,cable-post-amp(out),RO2A5E,1096509616,
RO2A5N,A,cable-post-amp(out),RO2A5N,1096509616,
RO2A6E,A,cable-post-amp(out),RO2A6E,1096509616,
RO2A6N,A,cable-post-amp(out),RO2A6N,1096509616,
RO2A7E,A,cable-post-amp(out),RO2A7E,1096509616,
RO2A7N,A,cable-post-amp(out),RO2A7N,1096509616,
RO2A8E,A,cable-post-amp(out),RO2A8E,1096509616,
RO2A8N,A,cable-post-amp(out),RO2A8N,1096509616,
RO2B1E,A,cable-post-amp(out),RO2B1E,1096509616,
RO2B1N,A,cable-post-amp(out),RO2B1N,1096509616,
RO2B2E,A,cable-post-amp(out),RO2B2E,1096509616,
RO2B2N,A,cable-post-amp(out),RO2B2N,1096509616,
RO2B3E,A,cable-post-amp(out),RO2B3E,1096509616,
RO2B3N,A,cable-post-amp(out),RO2B3N,1096509616,
RO2B4E,A,cable-post-amp(out),RO2B4E,1096509616,
RO2B4N,A,cable-post-amp(out),RO2B4N,1096509616,
RO2B5E,A,cable-post-amp(out),RO2B5E,1096509616,
RO2B5N,A,cable-post-amp(out),RO2B5N,1096509616,
RO2B6E,A,cable-post-amp(out),RO2B6E,1096509616,
RO2B6N,A,cable-post-amp(out),RO2B6N,1096509616,
RO2B7E,A,cable-post-amp(out),RO2B7E,1096509616,
RO2B7N,A,cable-post-amp(out),RO2B7N,1096509616,
RO2B8E,A,cable-post-amp(out),RO2B8E,1096509616,
RO2B8N,A,cable-post-amp(out),RO2B8N,1096509616,
RO3A1E,A,cable-post-amp(out),RO3A1E,1096509616,
RO3A1N,A,cable-post-amp(out),RO3A1N,1096509616,
RO3A2E,A,cable-post-amp(out),RO3A2E,1096509616,
RO3A2N,A,cable-post-amp(out),RO3A2N,1096509616,
RO3A3E,A,cable-post-amp(out),RO3A3E,1096509616,
RO3A3N,A,cable-post-amp(out),RO3A3N,1096509616,
RO3A4E,A,cable-post-amp(out),RO3A4E,1096509616,
FDA28,B,feed,P28,1191232818,
RO3A4N,A,cable-post-amp(out),RO3A4N,1096509616,
RO3A5E,A,cable-post-amp(out),RO3A5E,1096509616,
RO3A5N,A,cable-post-amp(out),RO3A5N,1096509616,
RO3A6E,A,cable-post-amp(out),RO3A6E,1096509616,
RO3A6N,A,cable-post-amp(out),RO3A6N,1096509616,
RO3A7E,A,cable-post-amp(out),RO3A7E,1096509616,
RO3A7N,A,cable-post-amp(out),RO3A7N,1096509616,
RO3A8E,A,cable-post-amp(out),RO3A8E,1096509616,
RO3A8N,A,cable-post-amp(out),RO3A8N,1096509616,
RO3B1E,A,cable-post-amp(out),RO3B1E,1096509616,
RO3B1N,A,cable-post-amp(out),RO3B1N,1096509616,
RO3B2E,A,cable-post-amp(out),RO3B2E,1096509616,
RO3B2N,A,cable-post-amp(out),RO3B2N,1096509616,
RO3B3E,A,cable-post-amp(out),RO3B3E,1096509616,
RO3B3N,A,cable-post-amp(out),RO3B3N,1096509616,
RO3B4E,A,cable-post-amp(out),RO3B4E,1096509616,
RO3B4N,A,cable-post-amp(out),RO3B4N,1096509616,
RO3B5E,A,cable-post-amp(out),RO3B5E,1096509616,
RO3B5N,A,cable-post-amp(out),RO3B5N,1096509616,
RO3B6E,A,cable-post-amp(out),RO3B6E,1096509616,
RO3B6N,A,cable-post-amp(out),RO3B6N,1096509616,
RO3B7E,A,cable-post-amp(out),RO3B7E,1096509616,
RO3B7N,A,cable-post-amp(out),RO3B7N,1096509616,
RO4A1E,A,cable-post-amp(out),RO4A1E,1096509616,
RO4A1N,A,cable-post-amp(out),RO4A1N,1096509616,
RO4A2E,A,cable-post-amp(out),RO4A2E,1096509616,
RO4A2N,A,cable-post-amp(out),RO4A2N,1096509616,
RO4A3E,A,cable-post-amp(out),RO4A3E,1096509616,
RO4A3N,A,cable-post-amp(out),RO4A3N,1096509616,
RO4A4E,A,cable-post-amp(out),RO4A4E,1096509616,
RO4A4N,A,cable-post-amp(out),RO4A4N,1096509616,
RO4A5E,A,cable-post-amp(out),RO4A5E,1096509616,
RO4A5N,A,cable-post-amp(out),RO4A5N,1096509616,
RO4A6E,A,cable-post-amp(out),RO4A6E,1096509616,
RO4A6N,A,cable-post-amp(out),RO4A6N,1096509616,
RO4A7E,A,cable-post-amp(out),RO4A7E,1096509616,
RO4A7N,A,cable-post-amp(out),RO4A7N,1096509616,
RO4A8E,A,cable-post-amp(out),RO4A8E,1096509616,
RO4A8N,A,cable-post-amp(out),RO4A8N,1096509616,
RO4B1E,A,cable-post-amp(out),RO4B1E,1096509616,
RO4B1N,A,cable-post-amp(out),RO4B1N,1096509616,
RO4B2E,A,cable-post-amp(out),RO4B2E,1096509616,
RO4B2N,A,cable-post-amp(out),RO4B2N,1096509616,
RO4B3E,A,cable-post-amp(out),RO4B3E,1096509616,
RO4B3N,A,cable-post-amp(out),RO4B3N,1096509616,
RO4B4E,A,cable-post-amp(out),RO4B4E,1096509616,
RO4B4N,A,cable-post-amp(out),RO4B4N,1096509616,
RO4B5E,A,cable-post-amp(out),RO4B5E,1096509616,
RO4B5N,A,cable-post-amp(out),RO4B5N,1096509616,
RO4B6E,A,cable-post-amp(out),RO4B6E,1096509616,
RO4B6N,A,cable-post-amp(out),RO4B6N,1096509616,
RO4B7E,A,cable-post-amp(out),RO4B7E,1096509616,
RO4B7N,A,cable-post-amp(out),RO4B7N,1096509616,
RO4B8E,A,cable-post-amp(out),RO4B8E,1096509616,
RO4B8N,A,cable-post-amp(out),RO4B8N,1096509616,
RO5A1E,A,cable-post-amp(out),RO5A1E,1096509616,
RO5A1N,A,cable-post-amp(out),RO5A1N,1096509616,
RO5A2E,A,cable-post-amp(out),RO5A2E,1096509616,
RO5A2N,A,cable-post-amp(out),RO5A2N,1096509616,
RO5A3E,A,cable-post-amp(out),RO5A3E,1096509616,
RO5A3N,A,cable-post-amp(out),RO5A3N,1096509616,
RO5A4E,A,cable-post-amp(out),RO5A4E,1096509616,
RO5A4N,A,cable-post-amp(out),RO5A4N,1096509616,
RO5A5E,A,cable-post-amp(out),RO5A5E,1096509616,
RO5A5N,A,cable-post-amp(out),RO5A5N,1096509616,
RO5A6E,A,cable-post-amp(out),RO5A6E,1096509616,
HH120,A,station,HH120,1191084267,
A120,H,antenna,S/N44,1190721618,
FDA21,B,feed,P21,1190721618,
HH122,A,station,HH122,1191084283,
RO5A6N,A,cable-post-amp(out),RO5A6N,1096509616,
RO5A7E,A,cable-post-amp(out),RO5A7E,1096509616,
RO5A7N,A,cable-post-amp(out),RO5A7N,1096509616,
RO5A8E,A,cable-post-amp(out),RO5A8E,1096509616,
RO5A8N,A,cable-post-amp(out),RO5A8N,1096509616,
RO5B1E,A,cable-post-amp(out),RO5B1E,1096509616,
C7F141,A,cable-feed75,C7F141,1191232818,
HH65,A,station,HH65,1191084173,
A122,H,antenna,S/N45,1190721618,
RO5B1N,A,cable-post-amp(out),RO5B1N,1096509616,
RO5B2E,A,cable-post-amp(out),RO5B2E,1096509616,
RO5B2N,A,cable-post-amp(out),RO5B2N,1096509616,
RO5B3E,A,cable-post-amp(out),RO5B3E,1096509616,
RO5B3N,A,cable-post-amp(out),RO5B3N,1096509616,
RO5B4E,A,cable-post-amp(out),RO5B4E,1096509616,
RO5B4N,A,cable-post-amp(out),RO5B4N,1096509616,
RO5B5E,A,cable-post-amp(out),RO5B5E,1096509616,
RO5B5N,A,cable-post-amp(out),RO5B5N,1096509616,
RO5B6E,A,cable-post-amp(out),RO5B6E,1096509616,
RO5B6N,A,cable-post-amp(out),RO5B6N,1096509616,
RO5B7E,A,cable-post-amp(out),RO5B7E,1096509616,
RO5B7N,A,cable-post-amp(out),RO5B7N,1096509616,
RO5B8E,A,cable-post-amp(out),RO5B8E,1096509616,
RO5B8N,A,cable-post-amp(out),RO5B8N,1096509616,
RO6A1E,A,cable-post-amp(out),RO6A1E,1096509616,
RO6A1N,A,cable-post-amp(out),RO6A1N,1096509616,
RO6A2E,A,cable-post-amp(out),RO6A2E,1096509616,
RO6A2N,A,cable-post-amp(out),RO6A2N,1096509616,
RO6A3E,A,cable-post-amp(out),RO6A3E,1096509616,
RO6A3N,A,cable-post-amp(out),RO6A3N,1096509616,
RO6A4E,A,cable-post-amp(out),RO6A4E,1096509616,
RO6A4N,A,cable-post-amp(out),RO6A4N,1096509616,
RO6A5E,A,cable-post-amp(out),RO6A5E,1096509616,
RO6A5N,A,cable-post-amp(out),RO6A5N,1096509616,
RO6A6E,A,cable-post-amp(out),RO6A6E,1096509616,
RO6A6N,A,cable-post-amp(out),RO6A6N,1096509616,
RO6A7E,A,cable-post-amp(out),RO6A7E,1096509616,
RO6A7N,A,cable-post-amp(out),RO6A7N,1096509616,
RO6A8E,A,cable-post-amp(out),RO6A8E,1096509616,
RO6A8N,A,cable-post-amp(out),RO6A8N,1096509616,
RO6B1E,A,cable-post-amp(out),RO6B1E,1096509616,
RO6B1N,A,cable-post-amp(out),RO6B1N,1096509616,
RO6B2E,A,cable-post-amp(out),RO6B2E,1096509616,
RO6B2N,A,cable-post-amp(out),RO6B2N,1096509616,
RO6B3E,A,cable-post-amp(out),RO6B3E,1096509616,
RO6B3N,A,cable-post-amp(out),RO6B3N,1096509616,
RO6B4E,A,cable-post-amp(out),RO6B4E,1096509616,
RO6B4N,A,cable-post-amp(out),RO6B4N,1096509616,
RO6B5E,A,cable-post-amp(out),RO6B5E,1096509616,
RO6B5N,A,cable-post-amp(out),RO6B5N,1096509616,
RO6B6E,A,cable-post-amp(out),RO6B6E,1096509616,
RO6B6N,A,cable-post-amp(out),RO6B6N,1096509616,
RO6B7E,A,cable-post-amp(out),RO6B7E,1096509616,
RO6B7N,A,cable-post-amp(out),RO6B7N,1096509616,
RO6B8E,A,cable-post-amp(out),RO6B8E,1096509616,
RO6B8N,A,cable-post-amp(out),RO6B8N,1096509616,
RO7A1E,A,cable-post-amp(out),RO7A1E,1096509616,
RO7A1N,A,cable-post-amp(out),RO7A1N,1096509616,
RO7A2E,A,cable-post-amp(out),RO7A2E,1096509616,
RO7A2N,A,cable-post-amp(out),RO7A2N,1096509616,
RO7A3E,A,cable-post-amp(out),RO7A3E,1096509616,
RO7A3N,A,cable-post-amp(out),RO7A3N,1096509616,
RO7A4E,A,cable-post-amp(out),RO7A4E,1096509616,
RO7A4N,A,cable-post-amp(out),RO7A4N,1096509616,
RO7A5E,A,cable-post-amp(out),RO7A5E,1096509616,
RO7A5N,A,cable-post-amp(out),RO7A5N,1096509616,
RO7A6E,A,cable-post-amp(out),RO7A6E,1096509616,
RO7A6N,A,cable-post-amp(out),RO7A6N,1096509616,
RO7A7E,A,cable-post-amp(out),RO7A7E,1096509616,
RO7A7N,A,cable-post-amp(out),RO7A7N,1096509616,
RO7A8E,A,cable-post-amp(out),RO7A8E,1096509616,
RO7A8N,A,cable-post-amp(out),RO7A8N,1096509616,
RO7B1E,A,cable-post-amp(out),RO7B1E,1096509616,
A65,H,antenna,S/N38,1190635218,
RO7B1N,A,cable-post-amp(out),RO7B1N,1096509616,
RO7B2E,A,cable-post-amp(out),RO7B2E,1096509616,
RO7B2N,A,cable-post-amp(out),RO7B2N,1096509616,
RO7B3E,A,cable-post-amp(out),RO7B3E,1096509616,
RO7B3N,A,cable-post-amp(out),RO7B3N,1096509616,
RO7B4E,A,cable-post-amp(out),RO7B4E,1096509616,
RO7B4N,A,cable-post-amp(out),RO7B4N,1096509616,
RO7B5E,A,cable-post-amp(out),RO7B5E,1096509616,
RO7B5N,A,cable-post-amp(out),RO7B5N,1096509616,
RO7B6E,A,cable-post-amp(out),RO7B6E,1096509616,
RO7B6N,A,cable-post-amp(out),RO7B6N,1096509616,
RO7B7E,A,cable-post-amp(out),RO7B7E,1096509616,
RO7B7N,A,cable-post-amp(out),RO7B7N,1096509616,
RO7B8E,A,cable-post-amp(out),RO7B8E,1096509616,
RO7B8N,A,cable-post-amp(out),RO7B8N,1096509616,
RO8A1E,A,cable-post-amp(out),RO8A1E,1096509616,
RO8A1N,A,cable-post-amp(out),RO8A1N,1096509616,
RO8A2E,A,cable-post-amp(out),RO8A2E,1096509616,
RO8A2N,A,cable-post-amp(out),RO8A2N,1096509616,
RO8A3E,A,cable-post-amp(out),RO8A3E,1096509616,
RO8A3N,A,cable-post-amp(out),RO8A3N,1096509616,
RO8A4E,A,cable-post-amp(out),RO8A4E,1096509616,
RO8A4N,A,cable-post-amp(out),RO8A4N,1096509616,
RO8A5E,A,cable-post-amp(out),RO8A5E,1096509616,
RO8A5N,A,cable-post-amp(out),RO8A5N,1096509616,
RO8A6E,A,cable-post-amp(out),RO8A6E,1096509616,
RO8A6N,A,cable-post-amp(out),RO8A6N,1096509616,
RO8A7E,A,cable-post-amp(out),RO8A7E,1096509616,
RO8A7N,A,cable-post-amp(out),RO8A7N,1096509616,
RO8A8E,A,cable-post-amp(out),RO8A8E,1096509616,
RO8A8N,A,cable-post-amp(out),RO8A8N,1096509616,
FDA23,B,feed,P23,1190721618,
FEM75033,A,front-end,75033,1189357218,
RO8B1E,A,cable-post-amp(out),RO8B1E,1096509616,
RO8B1N,A,cable-post-amp(out),RO8B1N,1096509616,
FDA5,B,feed,P5,1190635218,
HH142,A,station,HH142,1191240386,
HH123,A,station,HH123,1191084299,
RO8B2E,A,cable-post-amp(out),RO8B2E,1096509616,
RO8B2N,A,cable-post-amp(out),RO8B2N,1096509616,
RO8B3E,A,cable-post-amp(out),RO8B3E,1096509616,
RO8B3N,A,cable-post-amp(out),RO8B3N,1096509616,
HH66,A,station,HH66,1191084189,
A123,H,antenna,S/N46,1190721618,
RO8B4E,A,cable-post-amp(out),RO8B4E,1096509616,
RO8B4N,A,cable-post-amp(out),RO8B4N,1096509616,
RO8B5E,A,cable-post-amp(out),RO8B5E,1096509616,
RO8B5N,A,cable-post-amp(out),RO8B5N,1096509616,
A66,H,antenna,S/N39,1190635218,
FDA24,B,feed,P24,1190721618,
RO8B6E,A,cable-post-amp(out),RO8B6E,1096509616,
RO8B6N,A,cable-post-amp(out),RO8B6N,1096509616,
RO8B7E,A,cable-post-amp(out),RO8B7E,1096509616,
RO8B7N,A,cable-post-amp(out),RO8B7N,1096509616,
FDA7,B,feed,P7,1190635218,
HH143,A,station,HH143,1191084315,
RO8B8E,A,cable-post-amp(out),RO8B8E,1096509616,
RO8B8N,A,cable-post-amp(out),RO8B8N,1096509616,
SA11,A,station,P55,1096509616,
SA13,A,station,P27,1096509616,
HH50,A,station,HH50,1191084205,
A143,H,antenna,S/N47,1190721618,
SA5,A,station,P25,1096509616,
SA7,A,station,P48,1096509616,
SA9,A,station,P24,1096509616,
SC10,A,station,P77,1096509616,
A50,H,antenna,S/N40,1190635218,
FDA25,B,feed,P25,1190721618,
SC11,A,station,P32,1096509616,
SC12,A,station,P78,1096509616,
SC13,A,station,P30,1096509616,
SC14,A,station,P79,1096509616,
FDA12,B,feed,P12,1190635218,
C7F143,A,cable-feed75,C7F143,1190721618,
SC5,A,station,P35,1096509616,
SC6,A,station,P75,1096509616,
SC7,A,station,P18,1096509616,
SC8,A,station,P76,1096509616,
SC9,A,station,P5,1096509616,
SE11,A,station,P7,1096509616,
HH82,A,station,HH82,1191084220,
SE13,A,station,P12,1096509616,
SE5,A,station,P33,1096509616,
SE7,A,station,P6,1096509616,
SE9,A,station,P52,1096509616,
A82,H,antenna,S/N41,1190635218,
SG10,A,station,P109,1096509616,
SG11,A,station,P60,1096509616,
SG12,A,station,P110,1096509616,
SG13,A,station,P39,1096509616,
SG14,A,station,P111,1096509616,
SG5,A,station,P8,1096509616,
FDA14,B,feed,P14,1190635218,
SG6,A,station,P107,1096509616,
SG7,A,station,P11,1096509616,
SG8,A,station,P108,1096509616,
SG9,A,station,P36,1096509616,
FEM75032,A,front-end,FEM75032,1189411218,
HH83,A,station,HH83,1191084236,
FEM75030,A,front-end,75030,1188666018,
PAM75167,B,post-amp,75167,1188580518,
A0,P,antenna,P0,1096509616,1180310418.0
A83,H,antenna,S/N42,1190635218,
A0,H,antenna,H3,1184354547,
A1,P,antenna,P1,1096509616,1180310418.0
FDA15,B,feed,P15,1190635218,
A1,H,antenna,H2,1184354561,
FEM75031,A,front-end,75031,1188666018,
HH98,A,station,HH98,1191084251,
FEM75017,A,front-end,75017,1187136018,
A10,P,antenna,P10,1096383616,1096470016.0
A10,T,antenna,S/N14,1096470016,1184354915.0
A98,H,antenna,S/N43,1190635218,
FDA17,B,feed,P17,1190635218,
FEM75029,A,front-end,75029,1188172818,
A104,P,antenna,P104,1096434016,1096520416.0
A104,T,antenna,S/N2,1096520416,1184354561.0
A105,P,antenna,P105,1096383616,1096470016.0
A105,T,antenna,S/N6,1096470016,1184354894.0
A107,P,antenna,P107,1096509616,1170144018.0
A107,T,antenna,S/N20,1170144018,1184355403.0
A108,P,antenna,P108,1096509616,1172539335.0
A108,T,antenna,S/N30,1172539335,1184355284.0
A11,P,antenna,P11,1096509616,1170144018.0
A11,H,antenna,H4,1184354584,
A11,T,antenna,S/N23,1170144018,1184355413.0
A112,P,antenna,P112,1096383616,1096470016.0
A112,T,antenna,S/N8,1096470016,1184354934.0
A12,H,antenna,H19,1184354593,
A126,P,antenna,P126,1096509616,1146499217.0
A127,T,antenna,S/N24,1170144018,1184355419.0
A127,P,antenna,P127,1096509616,1170144018.0
A13,P,antenna,P13,1096509616,1184354472.0
A13,H,antenna,H17,1184354600,
A13,T,antenna,S/N36,1184354472,1184355337.0
A14,P,antenna,P14,1096509616,1180310418.0
A142,H,antenna,S/N51,1191232818,
A14,H,antenna,H16,1184354607,
A15,P,antenna,P15,1096509616,1180310418.0
A15,H,antenna,H29,1184355248,
A16,P,antenna,P16,1096509616,1170144018.0
A16,T,antenna,S/N26,1170144018,1184355292.0
A18,P,antenna,P18,1096509616,1170144018.0
A18,T,antenna,S/N27,1170144018,1184355259.0
A19,P,antenna,P19,1096509616,1146474017.0
A19,T,antenna,S/N34,1177641109,1184355369.0
A2,P,antenna,P2,1096509616,1180310418.0
A2,H,antenna,H1,1184354570,
A20,P,antenna,P20,1096408816,1096495216.0
A20,T,antenna,S/N12,1096495216,1184354874.0
A22,P,antenna,P22,1096383616,1096470016.0
A22,T,antenna,S/N9,1096470016,1184354902.0
A23,P,antenna,P23,1096509616,1180310418.0
A23,H,antenna,H5,1184354613,
A24,P,antenna,P24,1096509616,1180310418.0
A24,H,antenna,H18,1184354863,
A25,P,antenna,P25,1096509616,1146499217.0
A25,H,antenna,H12,1184354874,
A26,P,antenna,P26,1096509616,1180310418.0
A26,H,antenna,H13,1184354880,
A27,P,antenna,P27,1096509616,1180310418.0
A27,H,antenna,H15,1184354886,
A28,P,antenna,P28,1096509616,1180310418.0
A28,H,antenna,H27,1184355259,
A29,P,antenna,P29,1096509616,1172539108.0
A29,T,antenna,S/N28,1172539108,1184355233.0
A3,P,antenna,P3,1096509616,1180310418.0
A3,H,antenna,H28,1184355233,
A31,P,antenna,P31,1096434016,1096520416.0
A31,T,antenna,S/N17,1096520416,1184354600.0
A33,P,antenna,P33,1096509616,1170144018.0
A33,T,antenna,S/N21,1170144018,1184355275.0
A35,P,antenna,P35,1096509616,1170144018.0
A35,T,antenna,S/N25,1170144018,1184355425.0
A36,P,antenna,P36,1096509616,1180310418.0
A36,H,antenna,H21,1184355275,
A37,P,antenna,P37,1096509616,1180310418.0
A37,H,antenna,H6,1184354894,
A38,P,antenna,P38,1096509616,1180310418.0
A38,H,antenna,H9,1184354902,
A39,P,antenna,P39,1096509616,1180310418.0
A39,H,antenna,H10,1184354908,
A4,P,antenna,P4,1096509616,1180310418.0
A40,H,antenna,H14,1184354915,
A40,P,antenna,P40,1096509616,1180310418.0
A41,P,antenna,P41,1096509616,1146499217.0
A41,H,antenna,H30,1184355284,
A42,P,antenna,P42,1096509616,1180310418.0
A42,H,antenna,H26,1184355292,
A43,P,antenna,P43,1096383616,1096470016.0
A43,T,antenna,S/N15,1096470016,1184354886.0
A48,P,antenna,P48,1096509616,1172539271.0
A48,T,antenna,S/N29,1172539271,1184355248.0
A51,P,antenna,P51,1096509616,1180310418.0
A51,H,antenna,H22,1184355307,
A52,P,antenna,P52,1096509616,1180310418.0
A52,H,antenna,H7,1184354924,
A53,P,antenna,P53,1096434016,1096520416.0
A53,T,antenna,S/N19,1096520416,1184354593.0
A53,H,antenna,H8,1184354934,
A5,P,antenna,P5,1096509616,1159351217.0
A54,P,antenna,P54,1096509616,1180310418.0
A54,H,antenna,H11,1184355008,
A55,P,antenna,P55,1096509616,1184354489.0
A55,H,antenna,H32,1184355319,
A55,T,antenna,S/N37,1184354489,1184355359.0
A56,P,antenna,P56,1096509616,1180310418.0
A56,H,antenna,H33,1184355327,
A6,P,antenna,P6,1096383616,1096470016.0
A6,T,antenna,S/N22,1096470016,1184355307.0
A64,P,antenna,P64,1096509616,1167580818.0
A64,T,antenna,S/N4,1167580818,1184354584.0
A65,P,antenna,P65,1096408816,1096495216.0
A65,T,antenna,S/N16,1096495216,1184354607.0
A67,P,antenna,P67,1096509616,1180310418.0
A67,H,antenna,H36,1184355337,
A68,P,antenna,P68,1096509616,1180310418.0
A68,H,antenna,H37,1184355359,
A69,P,antenna,P69,1096509616,1180310418.0
A69,H,antenna,H34,1184355369,
A70,P,antenna,P70,1096509616,1180310418.0
A70,H,antenna,H31,1184355379,
A71,P,antenna,P71,1096509616,1180310418.0
A71,H,antenna,H35,1184355388,
A72,P,antenna,P72,1096383616,1096470016.0
A72,T,antenna,S/N7,1096470016,1184354924.0
A75,P,antenna,P75,1096509616,1173298415.0
A75,T,antenna,S/N31,1173298415,1184355379.0
A8,P,antenna,P8,1096509616,1173298495.0
A8,T,antenna,S/N32,1173298495,1184355319.0
A80,T,antenna,S/N3,1096520416,1184354547.0
A80,P,antenna,P80,1096434016,1096520416.0
FDA32,B,feed,P32,1191232818,
A81,P,antenna,P81,1096383616,1096470016.0
A81,T,antenna,S/N10,1096470016,1184354908.0
A84,P,antenna,P84,1096509616,1180310418.0
A84,H,antenna,H20,1184355403,
A85,P,antenna,P85,1096509616,1180310418.0
A85,H,antenna,H23,1184355413,
A86,P,antenna,P86,1096509616,1180310418.0
A86,H,antenna,H24,1184355419,
A87,P,antenna,P87,1096509616,1180310418.0
A87,H,antenna,H25,1184355425,
A88,P,antenna,P88,1096408816,1096495216.0
A88,T,antenna,S/N5,1096495216,1184354613.0
A89,P,antenna,P89,1096383616,1096470016.0
A89,T,antenna,S/N13,1096470016,1184354880.0
A9,P,antenna,P9,1096408816,1096495216.0
A9,T,antenna,S/N18,1096495216,1184354863.0
A91,P,antenna,P91,1096509616,1173298456.0
A91,T,antenna,S/N35,1173298456,1184355388.0
A92,P,antenna,P92,1096509616,1172694262.0
A92,T,antenna,S/N33,1172694262,1184355327.0
A96,P,antenna,P96,1096434016,1096520416.0
A96,T,antenna,S/N1,1096520416,1184354570.0
A97,P,antenna,P97,1096383616,1096470016.0
A97,T,antenna,S/N11,1096470016,1184355008.0
